City,Typology,Country,Car_Modeshare,Public_Transit_Modeshare,Bicycle_Modeshare,Walking_Modeshare,Gasoline_Pump_Price,Road_Deaths_Rate,Subway_Length,Subway_Length_Density,Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age,BRT_Length,BRT_System_Length_Density,BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age,Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age,Congestion,Congestion_AM_Peak,Congestion_PM_Peak,Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area,Population_Density,Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015,Urbanization_Rate_Change_2015_–_2025,GDP_per_Capita,Unemployment_Rate,Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate,Life_Expectancy,Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration,CO2_Emissions_per_Capita,Pollution_Index,Street_length_total,Street_Length_Density,Street_Length_Average,Intersection_Count,Intersection_Density,Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor
Charlotte(NC),Auto Sprawl,United States,90.4,2.1,0.1,1.5,0.64,13.7,17.9,0.009327775,1.25,3.1875,10,0.0,0.0,0.0,0.0,0.0,0.0,21,1.3125,200.0,12.5,6.0,17.0,28.0,48.0,248.66,48.69,308.4,1600000,1919,700,307186,319362,203516,100355,81.6,1.7,56911.0,7.8,74.0,40.35,74.78,68.9,119.99,0.464,15.8,77.8,57.31,73.1,0.78,42.0,72.0,8.6,,8126134.997,6221672777.0,167.5319039,26758.0,765.6373884,4.715685761,2.530134689,1.076009989,0.008001778,0.023725623,0.1114246921,0.1491529827,0.3966808947,0.7369824544,0.2142014299,0.0573361003,0.2162448595,0.7231284444,0.3520627898
Nice,MassTransit Moderate,France,48.0,11.0,1,40.0,1.87,6.2,0.0,0.0,0.0,0.0,0,30.0,0.040322581,5.154639175,,17.93814433,,175,18.04123711,1750.0,180.4123711,2.0,29.0,44.0,56.0,,,,970000,744,1300,44833,81176,149937,73685,79.5,2.2,43226.0,9.7,78.06,29.31,64.68,90.45,101.88,,,82.4,56.43,83.3,0.72,42.0,49.0,6.8,,981124.7876,6697028458.0,140.2608703,4121.0,6825.868169,4.35503876,2.722093023,1.215631081,0.00258099,0.02065662,0.0431679438,0.4231103342,0.4502778791,0.6645845843,0.4536561112,0.0313169369,0.3573826812,0.111435021,0.4005364609
Sanaa,Congested Emerging,Yemen,,,,,0.6,21.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3120000,223,14000,693834,945964,1527033,969602,34.6,5.8,679.7,,,,,,,,,65.7,,19.5,0.18,,,0.992679614,,2444411.415,2000473786.0,127.4192773,11770.0,818.3866978,5.527451603,3.045303078,1.061161408,0.000172246,0.0,0.0761728739,0.0458828479,0.3547024978,0.04668066,0.3072809225,0.3063951465,0.6897372711,0.3756787538,0.3369228455
Honolulu(HI),Auto Sprawl,United States,90.9,2.2,0.1,1.9,0.87,6.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,56.0,58.0,180.75,39.31,136.83,850000,440,1800,85844,127065,160251,80938,81.6,1.7,57002.0,,95.67,69.04,103.2,83.79,86.79,0.433,12.1,81.3,68.84,75.4,0.78,41.0,72.0,12.82,45.7,1718685.171,3176157611.0,160.0563579,5983.0,1848.015951,4.825554042,2.661260369,1.081656747,0.002719622,0.033619559,0.0210130276,0.1340777347,0.2574281559,0.8312848297,0.4177442104,0.0381651932,0.3460389063,0.5726830767,0.3138683245
Cleveland(OH),Auto Sprawl,United States,88.8,3.1,0.3,2.3,0.62,9.6,31.0,0.015507754,1.008403361,3.473389356,62,11.0,0.005502751,2.016806723,1.176470588,2.68907563,9.0,0,0.0,0.0,0.0,0.0,12.0,18.0,27.0,,,,1785000,1999,900,109319,233013,341225,168703,81.6,1.7,55697.0,7.6,74.64,33.52,72.69,68.69,117.88,0.452,34.7,77.8,40.83,71.9,0.78,42.0,72.0,11.8,,4144657.018,6033814871.0,170.4077386,14556.0,1455.805594,5.645979292,3.023002046,1.034721101,0.003601862,0.030691771,0.2244760115,0.295177622,0.3545537014,0.7209121141,0.323535133,0.0643768418,0.0767677492,0.7038239023,0.5018442334
Damascus,Congested Emerging,Syria,,,,,0.44,22.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2605000,181,14400,371849,518784,801887,472593,57.7,4.1,1821.0,,29.46,7.46,25.47,26.16,18.27,,30.8,64.5,42.5,25.9,0.28,,,1.866465075,,4944928.4,4675720974.0,147.148591,20329.0,945.5588829,5.06786118,2.816678528,1.069149868,0.001239096,0.007825788,0.0799278412,0.0713499353,0.3944429724,0.0413190257,0.2678827644,0.1988208571,0.6900825344,0.4765981847,0.3446709839
Manchester,MassTransit Moderate,United Kingdom,70.6,15.0,2.2,11.0,1.7,1.8,0.0,0.0,0.0,0.0,0,38.0,0.06031746,2.894736842,,2.368421053,22.0,0,0.0,0.0,0.0,0.0,38.0,68.0,79.0,182.0,42.33,166.22,2660000,630,4100,-34610,-31865,168197,146489,82.6,2.2,38151.0,8.6,67.5,29.0,53.63,76.88,106.31,0.39,,81.2,50.04,89.8,0.77,46.0,68.0,4.96,50.98,2963967.375,11345031487.0,82.22507767,20390.0,3827.650596,4.701297802,2.496591106,1.060841608,0.003224287,0.011635475,0.0633449815,0.4312772906,0.3905691255,0.6744389538,0.3383063666,0.0432191856,0.5016431481,0.1982661603,0.5094887491
Patna,Congested Emerging,India,,,,,1.19,16.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2240000,142,15700,571659,363869,512120,369703,32.7,4.3,1861.5,,,,,,,,13.7,68.3,,28.3,0.32,,17.0,1.590272829,85.25,1285402.74,1124341312.0,221.3158988,3502.0,874.6996388,5.269364162,2.69132948,1.067364989,0.000175516,0.0,0.0814704307,0.0419732077,0.3642932417,0.0931451587,0.329927765,0.204463935,0.6850555404,0.221194503,0.2420448786
Shijiazhuang,MetroBike Emerging,China,5.0,7.16,47.28,26.82,1.16,18.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.0,70.0,84.0,,,,3535000,622,5700,542084,826375,1045637,402566,55.6,9.8,12405.0,3.65,,,,,,0.32,,76.1,,50.1,0.43,,58.0,5.0,,11371437.37,446668289.5,910.8809171,7167.0,39.27984432,5.024757057,2.899699213,1.078266439,0.000276281,0.082443629,0.0735191517,0.0554758604,0.3677963436,0.2808062576,1.0,0.2833896033,0.6275207997,0.9308536819,0.0403065341
Oslo,MassTransit Heavyweight,Norway,51.0,29.0,6,12.0,2.04,1.1,86.0,0.296551724,9.797979798,88.88888889,51,0.0,0.0,0.0,0.0,0.0,0.0,106,10.70707071,,,15.0,30.0,57.0,69.0,142.98,38.33,188.67,990000,290,3200,89784,124105,175575,86534,80.5,2.4,69091.0,2.8,109.84,47.25,96.6,130.86,106.43,,,80.6,50.89,95.0,0.79,47.0,,14.6,24.21,2906900.081,3104558820.0,148.3642158,11457.0,1067.9964,4.655896607,2.628567582,1.122771357,0.007835994,0.005570967,0.7753071412,0.1935714187,0.4293593461,0.9804803924,0.4462188391,0.0019037902,0.4176239599,0.0879808151,0.2806021162
Sacramento(CA),Auto Sprawl,United States,86.4,2.1,1.6,1.8,0.83,8.1,69.0,0.056557377,2.760416667,6.40625,30,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.0,38.0,54.0,109.14,22.27,82.25,1920000,1220,1400,298244,327900,300831,148150,81.6,1.7,46650.0,8.6,77.87,37.98,78.47,72.23,121.7,0.471,20.3,80.8,52.93,73.5,0.78,44.0,72.0,11.2,46.69,4373845.045,9228634958.0,146.2384247,17273.0,2109.959284,5.257593651,2.831640607,1.077823429,0.002264192,0.025716174,0.2415234335,0.1611550215,0.3536355856,0.7254020052,0.4547214523,0.0641620801,0.20147487,0.5834226236,0.5173882465
Kinshasa,Congested Boomer,Democratic Republic of the Congo,,,,,1.12,33.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,11380000,583,19500,1894282,3001047,3907049,2212987,42.5,5.3,388.3,,,,,,,0.39,61.6,59.8,,3.8,0.13,17.0,,0.038311184,,5662358.948,4485981307.0,108.63664,28937.0,792.2460141,5.749735891,2.899666389,1.027114402,0.000232088,0.0,0.0529588532,0.0709361289,0.3496545378,0.019779517,0.1752553166,0.5766484405,0.5898011532,0.3673595458,0.4257631366
Pretoria,BusTransit Sprawl,South Africa,,,,,1.19,25.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,56.0,51.0,275.67,52.71,352.3,3030000,1230,2500,172106,384128,285724,140687,64.8,4.6,11925.0,,,,,,,0.72,39.2,62.9,21.1,52.6,0.45,31.0,37.0,8.859169093,70.8,5904610.706,5184588210.0,175.4869886,19581.0,878.0575838,5.197412091,2.822165273,1.08652939,0.005011559,0.021008629,0.0696108664,0.1494783239,0.3902162753,0.2737529776,0.109900891,0.1339203318,0.5061826889,0.6429932528,0.3587302923
Lusaka,Congested Emerging,Zambia,12.0,21.0,,62.0,1.46,24.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2660000,313,8500,315866,645586,1045507,731386,40.9,4.8,1627.3,,51.32,29.96,37.22,33.52,124.62,0.5,27.5,61.8,,20.4,0.17,,,0.25086314,,2597621.506,5777078701.0,143.7771354,10837.0,2223.987863,5.500935745,2.825951341,1.047414147,0.000567022,0.0,0.0558238113,0.0561062741,0.3318375453,0.126954148,0.2848873968,0.2530978501,0.628004092,0.1708999279,0.4216535563
Caracas,BusTransit Sprawl,Venezuela,41.0,46.0,0,13.0,0.01,37.2,63.6,0.21559322,1.707317073,172.4738676,34,5.0,0.016949153,0.383275261,1.045296167,3.135888502,6.0,0,0.0,0.0,0.0,0.0,,,,224.2,50.23,238.33,2870000,295,9700,96978,312502,678798,313509,89.0,0.6,15890.0,,37.03,9.96,36.94,39.48,2.71,0.38,,74.1,14.05,61.5,0.47,30.0,45.0,6.128008629,77.67,3946558.983,3168604268.0,164.22783,13771.0,802.8777175,4.464556398,2.673930004,1.211820976,0.003944478,0.028539235,0.5195226615,0.2134267509,0.3904873077,0.2364775648,0.1901257575,0.0864520679,0.6190657605,0.9753653228,0.2224464746
Maracaibo,BusTransit Sprawl,Venezuela,,,,,0.01,37.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2065000,407,5100,420493,531105,518386,235175,89.0,0.6,13709.0,,,,,,,0.48,,74.1,,61.5,0.47,,45.0,6.128008629,,4491062.224,3607336940.0,105.8039961,24768.0,803.225776,5.716536546,2.995972728,1.036317104,0.001520226,0.007745999,0.0681653366,0.1287039686,0.3724586984,0.2655353494,0.2367947559,0.087921448,0.545636791,0.9349943615,0.4373981131
Medina,BusTransit Sprawl,Saudi Arabia,,,,,0.54,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1260000,350,3600,265660,311462,384509,186731,83.1,1.9,21395.4,,,,,,,,,74.5,,65.9,0.44,,,17.92748481,,4315613.541,3740257958.0,119.2059647,22865.0,866.6804667,5.098924731,2.994210091,1.043383682,0.000535315,0.0,0.0676311906,0.1232720424,0.3873685843,0.310008337,0.2590295313,0.0760249273,0.5266767163,0.7700974239,0.4297348946
Tbilisi,Hybrid Giant,Georgia,,,,,0.93,11.8,27.1,0.110162602,2.0,90.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,136.8,39.1,137.27,1100000,246,4500,-124035,17026,32211,17856,53.6,2.5,4084.0,,31.82,10.51,24.73,31.36,34.99,0.37,10.5,74.4,79.27,48.9,0.37,32.0,,1.988881356,77.51,2552597.53,2942098816.0,161.3831656,9194.0,1152.590168,4.777618122,2.67821824,1.095135777,0.001026113,0.00107361,0.3908791494,0.056805452,0.4325468684,0.242249839,0.4482343452,0.0678884864,0.5809903843,0.4577688,0.3207171573
Dakar,Congested Emerging,Senegal,11.0,76.0,,,1.31,27.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3200000,194,16500,623821,897404,1301222,836381,43.7,4.1,1092.3,,,,,,,0.37,33.1,66.7,,50.7,0.14,24.0,19.0,0.592298342,,3381262.869,2758881704.0,60.10065533,34054.0,815.9323338,5.852764647,2.990306475,1.023374362,0.000254107,0.007272022,0.1120832229,0.0632992503,0.3426684655,0.0773851292,0.3026309199,0.2646108602,0.7395531444,0.2641853705,0.3730301462
Virginia Beach(VA),Auto Sprawl,United States,88.9,1.8,0.4,3.8,0.61,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,24.0,39.0,,,,1465000,1334,1100,110898,201015,278455,138477,81.6,1.7,47115.0,,,,,,,0.444,7.9,79.0,,75.4,0.78,41.0,72.0,12.42,,4514028.663,2153701756.0,144.9917664,16696.0,477.1129996,4.754260127,2.560844148,1.079682344,0.011406844,0.016347222,0.027074546,0.1407229974,0.3365956028,0.7272436255,0.3690003994,0.0448568588,0.1374650289,0.6646530963,0.2409506625
Brazzaville,Congested Emerging,Congo,,,,,0.89,26.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1915000,181,10600,318126,535504,516590,290099,65.4,4.0,2798.1,,,,,,,0.45,43.3,64.7,,8.2,0.17,,,0.56494545,,3836065.181,3038891338.0,92.7885729,22611.0,792.1897035,5.773535639,2.917889908,1.017837433,2.44e-05,0.0,0.0714523333,0.0722423378,0.3495769988,0.0603079129,0.2483552007,0.1791082455,0.6887528332,0.3826712323,0.4076045538
Phoenix-Mesa(AZ),Auto Sprawl,United States,87.5,1.8,0.7,1.5,0.62,13.1,42.3,0.013116279,0.814901048,3.795110594,9,128.0,0.039689922,2.142025611,0.116414435,0.165681024,,40,0.931315483,500.0,11.64144354,4.0,16.0,31.0,36.0,138.17,29.91,127.59,4295000,3225,1300,909102,896214,602529,287352,81.6,1.7,43602.0,6.7,68.39,31.76,61.6,73.34,161.91,0.455,22.3,79.6,42.08,69.5,0.78,45.0,72.0,13.4,62.73,15860197.61,6131735847.0,149.77428,61286.0,386.6115667,5.135807348,2.78945843,1.078787319,0.004622243,0.01689184,0.1103762971,0.3893480199,0.4041715524,0.6962151177,0.3685306695,0.1647938486,0.1235767842,0.7913083647,0.4510785602
Mecca,BusTransit Sprawl,Saudi Arabia,,,,,0.54,27.4,18.1,0.046529563,0.534124629,2.37388724,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1685000,389,4300,311323,375347,512478,250010,83.1,1.9,21395.4,,,,,,,,,74.5,,65.9,0.44,,,17.92748481,,4550198.772,3856454476.0,147.65223,19214.0,847.5353866,4.98408077,2.895374501,1.062216502,0.000961031,0.0,0.1350912277,0.1262762789,0.391435404,0.3109161317,0.2604052702,0.0880743786,0.5274525844,0.7706852455,0.4029588196
Jeddah,BusTransit Sprawl,Saudi Arabia,,,,,0.54,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,29.0,46.0,203.79,44.2,266.9,3775000,842,4500,766175,943938,1237841,531384,83.1,1.9,21395.4,,48.94,14.84,38.85,32.56,117.52,,,74.5,69.13,65.9,0.44,35.0,,17.92748481,78.92,,,,,,,,,,,0.0718209578,0.1126662395,0.3795064544,0.3626044361,0.2802540774,0.1801967481,0.3575336923,0.8242445702,0.4089526857
Hangzhou,MetroBike Emerging,China,,,,,1.16,18.8,81.5,0.064223798,0.749506903,19.98685076,5,55.4,0.043656422,0.657462196,1.367521368,10.25641026,12.0,2965,38.98750822,78000.0,1025.641026,2.0,43.0,61.0,64.0,,,,7605000,1269,6000,1683555,2029497,2484939,775867,55.6,9.8,18153.0,1.85,,,,,,0.32,,76.1,,50.1,0.43,38.0,58.0,7.550916485,,5089614.456,4645949844.0,303.0434329,9520.0,912.8294264,4.724327397,3.194297082,1.047080078,0.001764588,0.04331645,0.2259763514,0.3052865722,1.0,0.2960999357,0.7378264486,0.4225729184,0.5851349079,0.6942753219,0.4104166411
Washington(DC),Auto Innovative,United States,75.3,13.4,0.9,3.4,0.73,3.4,188.0,0.054906542,1.838383838,52.72727273,41,0.0,0.0,0.0,0.0,0.0,0.0,406,8.202020202,4457.0,90.04040404,8.0,29.0,46.0,62.0,193.9,43.59,206.14,4950000,3424,1300,573083,684762,700067,335544,81.6,1.7,73270.0,5.4,91.96,77.41,83.9,88.77,119.82,0.532,17.3,76.5,34.34,78.8,0.78,50.0,72.0,13.0,33.91,4664625.847,11264736540.0,126.8940655,21131.0,2414.928208,5.299703016,3.081566069,1.045669035,0.004625099,0.033058752,0.3888071486,0.1922217576,0.4242651512,0.8891157021,0.2786653486,0.1323247259,0.3571415434,0.6388009163,0.6551675638
Monrovia,BusTransit Sprawl,Liberia,,,,,0.82,33.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1445000,194,7400,-206326,-23823,-190991,129820,49.7,4.2,352.6,,,,,,,,55.1,61.4,,9.2,,,,0.222905369,,1545875.006,1228077822.0,140.3172376,5965.0,794.4224579,4.71642434,2.37458266,1.067518949,0.000913409,0.0,0.0510179238,0.0860876773,0.3791423005,0.1605239585,0.2318681878,0.1118047776,0.557511737,0.6521785115,0.2393552598
Memphis(TN),Auto Sprawl,United States,93.0,1.1,0.1,1.1,0.62,14.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,24.0,34.0,,,,1110000,1287,800,147488,189333,212291,106117,81.6,1.7,46260.0,9.3,72.1,30.8,74.46,70.68,136.78,0.468,26.2,76.3,22.63,69.1,0.78,42.0,72.0,14.9,,8797053.08,4797384195.0,172.0762295,28955.0,545.3399169,5.198772187,2.718217003,1.068258943,0.005986487,0.025207463,0.021737363,0.1695943286,0.3439269149,0.6927277294,0.2983430513,0.0499956836,0.1032251566,0.7564050615,0.3514347557
Fuzhou,MetroBike Emerging,China,,,37,26.0,1.16,18.8,24.89,0.056568182,0.514705882,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,59,1.446078431,1400.0,34.31372549,2.0,39.0,60.0,76.0,,,,4080000,440,9300,1102863,821207,1030522,405672,55.6,9.8,12140.0,2.42,,,,,,0.34,,76.1,,50.1,0.43,34.0,58.0,7.550916485,,13240098.34,424050559.3,522.024143,17980.0,32.02774998,4.266268062,2.530293971,1.214926125,0.00067738,0.078837934,0.1442260826,0.0650998972,0.4150639496,0.2898838412,0.8764874139,0.2992752726,0.5884130573,0.8236994753,0.0
Seattle(WA),Auto Innovative,United States,78.0,9.5,1.1,4.1,0.82,7.9,32.8,0.01097357,0.431654676,5.496402878,8,0.0,0.0,0.0,0.0,0.0,0.0,2,0.057553957,16.0,0.460431655,4.0,34.0,54.0,77.0,183.98,40.23,349.51,3475000,2989,1100,520270,571247,524860,253682,81.6,1.7,77273.0,5.4,86.49,65.2,88.0,77.61,129.7,0.441,12.0,79.9,58.97,80.9,0.78,51.0,72.0,11.3,31.85,3556463.522,7146688962.0,126.2545182,15666.0,2009.493115,5.747294372,3.055140693,1.029323263,0.00090387,0.025541993,0.1178139326,0.1521126047,0.3164942837,0.8571245801,0.2938779422,0.1031584339,0.4056948306,0.6304909539,0.5756230097
Hiroshima,Hybrid Giant,Japan,12.0,51.0,14,23.0,1.34,4.7,18.4,0.064561404,1.52173913,13.4057971,23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,1380000,285,4800,58178,59753,168511,41297,93.5,2.8,36900.0,3.6,,,,,,,,83.7,,90.6,0.75,39.0,39.0,4.8,,8029116.319,4615452480.0,119.1175183,40176.0,574.8394091,5.634312685,2.919587763,1.128197498,0.001391066,0.020038266,0.2797245775,0.1394157436,0.3962175036,0.463614948,0.5427138994,0.0260130047,0.5987958241,0.3764465079,0.4037901481
Columbus(OH),Auto Sprawl,United States,89.9,1.6,0.3,2.2,0.58,9.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.993355482,300.0,19.93355482,5.0,16.0,26.0,45.0,109.39,23.89,99.65,1505000,1321,1000,188793,230286,244535,121582,81.6,1.7,56082.0,6.3,70.97,35.77,69.26,64.59,120.45,0.452,21.8,77.8,56.65,71.9,0.78,40.0,72.0,10.2,28.72,9342027.168,6427990632.0,164.3970571,32566.0,688.0723548,5.263067653,2.753857836,1.093110513,0.013496533,0.028223185,0.0180931093,0.1523014108,0.4017847451,0.7417841346,0.4584135051,0.0482520726,0.1172426587,0.7303602731,0.3219131496
Sharjah,Hybrid Moderate,United Arab Emirates,,,,,0.61,10.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1400000,236,5945,214932,470154,628328,183503,85.5,2.2,40864.0,,59.43,31.13,49.42,46.12,114.17,,,77.1,,93.2,0.64,35.0,,18.70823579,,6504805.923,5677978860.0,114.0613709,36637.0,872.8898183,4.609768853,2.984651187,1.059933223,0.001837818,0.022326588,0.0929059049,0.1392549554,0.3595636059,0.5176713992,0.3506497877,0.0864122545,0.4253646541,0.5633686124,0.4061908299
Salvador,Congested Emerging,Brazil,22.9,44.23,,32.26,1.34,16.7,11.9,0.034,0.247678019,0.0,3,8.2,0.023428571,0.743034056,,30.95975232,,23,0.712074303,,,5.0,40.0,63.0,70.0,,,,3230000,350,9200,637345,978512,978696,291554,85.7,2.1,10070.0,,,,,,,0.57,,75.0,,54.2,0.5,34.0,41.0,2.465870235,,3774008.336,2786892501.0,111.2521987,19967.0,738.4436525,4.860878126,2.663988974,1.090146878,0.004196303,0.009518928,0.13210854,0.2525603979,0.4302850868,0.2692990866,0.2839950979,0.1542742427,0.649687801,0.2826268925,0.3009994024
Pittsburgh(PA),Auto Sprawl,United States,84.9,6.0,0.4,3.2,0.76,9.4,42.2,0.018003413,3.063583815,4.50867052,33,30.0,0.012798635,1.387283237,15.60693642,7.259132948,41.0,50,2.89017341,500.0,28.9017341,3.0,19.0,30.0,39.0,,,,1730000,2344,700,74467,210102,332459,164665,81.6,1.7,54076.0,6.5,79.21,36.83,78.7,72.69,152.99,0.461,23.0,78.5,57.56,76.2,0.78,43.0,72.0,18.0,,3209709.9,10614172673.0,135.9758483,13612.0,3306.894705,5.354003612,2.850872968,1.064623928,0.00337344,0.021973173,0.2594274042,0.4896630688,0.3940611689,0.7849815759,0.3410872241,0.0624699901,0.1417080638,0.6483162749,0.587322032
Qingdao,MetroBike Emerging,China,,,,,1.16,18.8,12.0,0.007532957,0.167504188,14.3718593,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,5970000,1593,3700,1326487,1021350,1255107,507060,55.6,9.8,16506.0,2.98,,,,,,0.32,,76.1,,50.1,0.43,36.0,58.0,7.3,,1887656.194,1841229176.0,257.7708854,4219.0,975.4049395,5.164075993,3.180051813,1.051107218,0.000585284,0.024796311,0.122972139,0.0579802096,0.3803538775,0.271281792,0.7149670657,0.3047213736,0.5681659086,0.6411518822,0.3633365411
Haifa,MassTransit Moderate,Israel,57.0,19.0,,,1.84,3.6,0.0,0.0,0.0,0.0,0,40.0,0.175438596,8.818181818,8.181818182,27.27272727,5.0,0,0.0,0.0,0.0,0.0,,,,,,,1100000,228,4800,245496,138503,164187,100561,92.1,0.7,36571.0,,74.11,21.34,58.06,85.27,103.64,,,82.5,76.64,74.7,0.7,37.0,74.0,8.818635647,,845948.5177,7578207922.0,118.946642,4322.0,8958.237721,4.225414812,2.889113719,1.097808143,0.002394407,0.014251918,0.0217614559,0.6538554374,0.3694367739,0.6787084566,0.4737542388,0.0354255578,0.3490231015,0.1172594272,0.4664999754
Bishkek,BusTransit Sprawl,Kyrgyzstan,,,,,0.64,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,860000,181,4700,130849,64800,151368,131946,35.7,2.4,1038.9,,,,,,,,,71.1,,38.7,0.32,29.0,,1.720789566,,3381002.891,3634596315.0,180.0800474,10842.0,1075.005385,5.534627294,2.840722,1.047147875,0.000873315,0.0,0.0498488536,0.0700633667,0.3815079566,0.1996166801,0.2649555399,0.1085529354,0.5600902648,0.6247338001,0.3526806213
Cotonou,Congested Emerging,Benin,,,,,0.96,27.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1205000,207,5800,138764,239477,410017,224735,44.0,4.7,837.3,,,,,,,0.47,31.4,60.0,,11.5,0.12,,,0.561654398,,3406164.615,2706136688.0,108.5768581,18499.0,794.4820624,5.695861585,2.936684592,1.016636648,6.57e-05,0.0,0.0705580316,0.0458716233,0.3466545321,0.0408693808,0.272642057,0.1715587287,0.6897619386,0.4046101033,0.3850024259
Salt Lake City(UT),Auto Sprawl,United States,85.5,4.6,0.7,2.5,0.65,9.2,75.3,0.104583333,5.090909091,17.45454545,18,0.0,0.0,0.0,0.0,0.0,0.0,12,1.090909091,100.0,9.090909091,5.0,16.0,20.0,43.0,175.21,39.64,226.22,1100000,720,1400,98483,149931,191711,96335,81.6,1.7,61900.0,4.2,67.82,33.47,65.89,71.17,159.15,0.419,19.1,80.2,76.17,81.2,0.78,43.0,72.0,13.7,57.88,2053179.993,3951253335.0,178.739444,6652.0,1924.455405,5.282205514,2.89924812,1.052279692,0.001755551,0.045356739,0.3341893663,0.1392329527,0.4116916823,0.7545054304,0.4091842963,0.0578021967,0.1347142286,0.7015012301,0.3703743573
Luanda,Congested Boomer,Angola,,,,,0.76,26.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,6955000,984,7100,1023451,2198754,2765042,1368858,44.1,7.2,6769.0,25.0,147.99,144.32,131.28,112.84,25.09,0.62,18.7,52.4,34.99,29.5,0.11,21.0,,1.384496389,,7758223.419,6203789736.0,100.0828636,46581.0,799.6405105,5.728078742,2.97388024,1.026106538,0.000528206,0.0,0.061401601,0.0875779284,0.0,0.4858118868,0.1754250043,0.4295335845,0.6421229061,0.3317167009,0.5140843281
